date,product,price
2006-09-10,arroz,209.17
2006-09-10,ajo,137.5
2006-09-10,coliflor,18.18
2006-09-10,manzana,51.28
2006-09-10,clementina,59.91
2006-09-10,arroz,401.5
2006-09-10,nectarina,59.95
2006-09-10,ajo,113.75
2006-09-10,pera,67.91
2006-09-10,cebolla,26.65
2006-09-10,ternera,330.86
2006-09-10,ternera,348.82
2006-09-18,tomate,185.31
2006-09-18,coliflor,29.87
2006-09-18,ternera,178.42
2006-09-18,ternera,342.15
2006-09-18,cerdo,156.1
2006-09-18,ternera,350.52
2006-09-18,champiñón,135.51
2006-09-18,melocotón,49.79
2006-09-18,ternera,330.05
2006-09-18,lechuga,63.31
2006-09-18,pera,60.64
2006-09-18,manzana,52.94
2006-09-18,nectarina,59.83
2006-09-18,manzana,52.17
2006-09-18,melocotón,59.99
2006-09-18,nectarina,67.77
2006-09-18,manzana,48.94
2006-09-18,tomate,78.48
2006-09-18,cerdo,156.1
2006-09-18,pera,60.43
2006-09-18,mantequilla,220.03
2006-09-18,uva,111.86
2006-09-18,pera,53.0
2006-09-18,melón,40.0
2006-09-18,arroz,392.5
2006-09-18,naranja,62.0
2006-09-18,pera,45.47
2006-09-18,limón,55.0
2006-09-18,cebolla,26.43
2006-09-18,cerdo,37.29
2006-09-18,mandarina satsuma,69.1
2006-09-25,manzana,49.59
2006-09-25,ternera,335.25
2006-09-25,queso edam,608.62
2006-09-25,manzana,51.62
2006-09-25,queso emmental,756.9
2006-09-25,zanahoria,68.0
2006-09-25,melocotón,49.95
2006-09-25,manzana,57.21
2006-09-25,nectarina,53.93
2006-09-25,ajo,137.5
2006-09-25,champiñón,135.2
2006-09-25,coliflor,23.51
2006-09-25,pera,66.29
2006-09-25,ajo,113.75
2006-09-25,cebolla,26.43
2006-09-25,nectarina,58.68
2006-09-25,uva,106.03
2006-09-25,limón,57.5
2006-09-25,pera,53.69
2006-09-25,tomate,84.69
2006-09-25,mandarina satsuma,65.63
2006-09-25,tomate,283.68
2006-09-25,ternera,331.29
2006-09-25,ternera,351.04
2006-09-25,cerdo,150.91
2006-09-25,melocotón,58.93
2006-09-25,cerdo,37.29
2006-09-25,pera,49.01
2006-09-25,arroz,410.0
2006-09-25,lechuga,92.9
2006-09-25,cerdo,150.91
2006-09-25,ternera,184.6
2006-09-25,mantequilla,220.76
2006-10-03,mantequilla,220.33
2006-10-04,ajo,137.19
2006-10-04,cerdo,154.68
2006-10-04,cerdo,50.21
2006-10-04,cebolla,31.5
2006-10-04,naranja,38.45
2006-10-04,melón,133.58
2006-10-04,judías,226.27
2006-10-04,cerdo,154.68
2006-10-04,pepino,54.19
2006-10-04,tomate,91.38
2006-10-04,pera,43.11
2006-10-04,tomate,89.07
2006-10-04,fresa,70.11
2006-10-04,arroz,388.75
2006-10-04,champiñón,112.47
2006-10-04,calabacín,45.0
2006-10-04,manzana,35.82
2006-10-04,arroz,208.17
2006-10-04,espárrago,307.04
2006-10-04,manzana,42.0
2006-10-04,limón,41.18
2006-10-04,lechuga,87.44
2006-10-04,coliflor,34.11
2006-10-04,tomate,181.98
2006-10-04,zanahoria,41.75
2006-10-04,pera,43.48
2006-10-04,arroz,180.5
2006-10-04,ajo,173.13
2006-10-04,pimiento,121.88
2006-10-07,queso edam,603.45
2006-10-07,arroz,425.5
2006-10-07,queso emmental,755.17
2006-10-07,albaricoque,75.0
2006-10-07,mantequilla,232.41
2006-10-07,tomate,80.98
2006-10-07,ajo,140.41
2006-10-07,cebolla,23.62
2006-10-07,naranja,41.87
2006-10-07,ajo,171.42
2006-10-07,cereza,195.0
2006-10-07,melocotón,67.08
2006-10-07,zanahoria,51.76
2006-10-07,pepino,29.68
2006-10-07,nectarina,64.0
2006-10-07,limón,50.47
2006-10-07,melocotón,56.86
2006-10-07,tomate,89.6
2006-10-07,tomate,219.5
2006-10-07,lechuga,87.45
2006-10-07,manzana,37.1
2006-10-07,pera,39.16
2006-10-07,nectarina,79.64
2006-10-07,arroz,180.5
2006-10-07,champiñón,137.6
2006-10-07,melón,65.0
2006-10-07,arroz,209.0
2006-10-07,ternera,180.88
2006-10-07,pimiento,131.06
2006-10-07,ternera,320.75
2006-10-07,cerdo,176.49
2006-10-07,ternera,316.35
2006-10-07,sandía,29.85
2006-10-07,ternera,330.39
2006-10-07,cerdo,176.49
2006-10-07,cerdo,37.84
2006-10-16,manzana,52.62
2006-10-16,mandarina satsuma,52.9
2006-10-16,ternera,186.78
2006-10-16,pera,55.45
2006-10-16,arroz,198.33
2006-10-16,melocotón,54.09
2006-10-16,manzana,60.75
2006-10-16,ternera,347.95
2006-10-16,cerdo,31.67
2006-10-16,pera,66.2
2006-10-16,lechuga,86.39
2006-10-16,cerdo,133.23
2006-10-16,champiñón,130.04
2006-10-16,calabacín,51.0
2006-10-16,cerdo,133.23
2006-10-16,ajo,118.33
2006-10-16,coliflor,20.53
2006-10-16,pepino,45.12
2006-10-16,limón,72.11
2006-10-16,arroz,209.17
2006-10-16,zanahoria,80.0
2006-10-16,clementina,57.32
2006-10-16,ternera,331.83
2006-10-16,mantequilla,222.44
2006-10-16,judías,91.0
2006-10-16,tomate,80.24
2006-10-16,manzana,51.71
2006-10-16,cebolla,28.81
2006-10-16,pimiento,92.0
2006-10-16,tomate,195.5
2006-10-16,ajo,142.5
2006-10-16,tomate,58.68
2006-10-16,manzana,50.77
2006-10-16,ternera,339.76
2006-10-16,arroz,393.0
2006-10-16,uva,104.65
2006-10-16,pera,50.0
2006-10-23,ternera,326.85
2006-10-23,limón,63.94
2006-10-23,champiñón,121.03
2006-10-23,tomate,57.36
2006-10-23,mandarina satsuma,49.96
2006-10-23,pepino,50.72
2006-10-23,manzana,48.99
2006-10-23,coliflor,22.59
2006-10-23,lechuga,101.81
2006-10-23,pera,50.0
2006-10-23,tomate,172.0
2006-10-23,ternera,351.28
2006-10-23,ternera,184.52
2006-10-23,manzana,51.75
2006-10-23,tomate,55.09
2006-10-23,manzana,60.77
2006-10-23,ternera,331.14
2006-10-23,pera,53.12
2006-10-23,melocotón,55.89
2006-10-23,mantequilla,222.44
2006-10-23,calabacín,48.53
2006-10-23,pera,50.0
2006-10-23,arroz,212.78
2006-10-23,arroz,392.0
2006-10-23,judías,97.0
2006-10-23,ajo,118.33
2006-10-23,ajo,142.5
2006-10-23,cerdo,31.49
2006-10-23,clementina,53.55
2006-10-23,manzana,50.64
2006-10-23,cerdo,131.21
2006-10-23,cebolla,30.75
2006-10-23,pimiento,84.23
2006-10-23,zanahoria,73.0
2006-10-23,cerdo,131.21
2006-10-23,pera,59.72
2006-10-23,arroz,209.67
2006-10-23,uva,98.93
2006-10-30,uva,96.93
2006-10-30,mandarina satsuma,50.08
2006-10-30,ajo,142.5
2006-10-30,pera,55.56
2006-10-30,limón,61.79
2006-10-30,champiñón,119.99
2006-10-30,ternera,330.5
2006-10-30,arroz,210.29
2006-10-30,tomate,59.7
2006-10-30,pimiento,82.0
2006-10-30,tomate,200.0
2006-10-30,judías,156.07
2006-10-30,ternera,350.82
2006-10-30,ternera,170.75
2006-10-30,manzana,51.18
2006-10-30,ternera,343.64
2006-10-30,cebolla,34.19
2006-10-30,clementina,56.38
2006-10-30,tomate,60.02
2006-10-30,mantequilla,225.66
2006-10-30,cerdo,127.53
2006-10-30,lechuga,103.07
2006-10-30,arroz,418.5
2006-10-30,calabacín,52.12
2006-10-30,coliflor,27.79
2006-10-30,pepino,51.8
2006-10-30,manzana,52.21
2006-10-30,zanahoria,62.25
2006-10-30,manzana,62.99
2006-10-30,pera,63.38
2006-10-30,ajo,118.33
2006-10-30,manzana,52.26
2006-10-30,pera,52.95
2006-10-30,cerdo,32.02
2006-10-30,cerdo,127.53
2006-10-30,arroz,213.03
2006-11-09,melón,45.83
2006-11-09,cerdo,162.31
2006-11-09,naranja,61.67
2006-11-09,tomate,78.13
2006-11-09,cebolla,27.14
2006-11-09,champiñón,141.03
2006-11-09,ternera,338.52
2006-11-09,manzana,49.97
2006-11-09,tomate,163.2
2006-11-09,lechuga,95.04
2006-11-09,manzana,56.0
2006-11-09,pera,57.1
2006-11-09,uva,99.72
2006-11-09,cerdo,162.31
2006-11-09,nectarina,63.7
2006-11-09,limón,52.5
2006-11-09,ternera,329.35
2006-11-09,melocotón,49.63
2006-11-09,mantequilla,219.93
2006-11-09,pera,46.19
2006-11-09,pera,63.97
2006-11-09,ternera,350.92
2006-11-09,melocotón,61.63
2006-11-09,ternera,183.31
2006-11-09,cerdo,37.17
2006-11-09,nectarina,71.82
2006-11-09,manzana,52.1
2006-11-12,mandarina satsuma,50.0
2006-11-12,manzana,66.22
2006-11-12,limón,49.85
2006-11-12,ajo,162.5
2006-11-12,pera,63.32
2006-11-12,ternera,355.96
2006-11-12,ternera,180.53
2006-11-12,champiñón,134.95
2006-11-12,tomate,58.33
2006-11-12,cerdo,41.69
2006-11-12,cerdo,132.41
2006-11-12,ternera,359.9
2006-11-12,pera,61.34
2006-11-12,arroz,219.68
2006-11-12,cerdo,132.41
2006-11-12,pera,58.0
2006-11-12,cebolla,32.36
2006-11-12,ternera,339.74
2006-11-12,tomate,170.0
2006-11-12,mandarina común,57.82
2006-11-12,mantequilla,251.92
2006-11-12,arroz,219.82
2006-11-12,manzana,55.61
2006-11-12,ajo,133.33
2006-11-12,clementina,57.01
2006-11-12,arroz,418.0
2006-11-12,manzana,53.7
2006-11-12,lechuga,88.5
2006-11-12,tomate,75.0
2006-11-12,manzana,56.93
2006-11-12,coliflor,24.61
2006-11-12,naranja,62.0
2006-11-13,manzana,61.54
2006-11-13,uva,76.96
2006-11-13,judías,235.67
2006-11-13,tomate,55.74
2006-11-13,cebolla,34.4
2006-11-13,pepino,108.08
2006-11-13,mantequilla,229.37
2006-11-13,zanahoria,54.0
2006-11-13,ternera,346.0
2006-11-13,champiñón,119.51
2006-11-13,manzana,52.38
2006-11-13,cerdo,130.1
2006-11-13,mandarina satsuma,51.27
2006-11-13,cerdo,36.66
2006-11-13,calabacín,132.85
2006-11-13,arroz,213.04
2006-11-13,coliflor,27.12
2006-11-13,manzana,51.99
2006-11-13,arroz,214.53
2006-11-13,pera,56.84
2006-11-13,ajo,118.33
2006-11-13,limón,59.31
2006-11-13,ternera,184.72
2006-11-13,pimiento,74.44
2006-11-13,cerdo,130.1
2006-11-13,ternera,354.07
2006-11-13,ternera,333.88
2006-11-13,arroz,404.25
2006-11-13,clementina,58.72
2006-11-13,tomate,155.61
2006-11-13,tomate,56.86
2006-11-13,pera,60.1
2006-11-13,lechuga,123.23
2006-11-13,manzana,50.11
2006-11-13,ajo,142.5
2006-11-20,pepino,90.59
2006-11-20,cerdo,133.38
2006-11-20,cerdo,133.38
2006-11-20,ternera,183.3
2006-11-20,ajo,116.04
2006-11-20,cerdo,40.04
2006-11-20,calabacín,130.4
2006-11-20,pera,59.25
2006-11-20,arroz,214.53
2006-11-20,ternera,348.43
2006-11-20,pera,57.58
2006-11-20,champiñón,120.17
2006-11-20,manzana,61.99
2006-11-20,limón,54.69
2006-11-20,ternera,354.6
2006-11-20,tomate,51.89
2006-11-20,coliflor,26.25
2006-11-20,lechuga,97.77
2006-11-20,ternera,331.27
2006-11-20,pimiento,69.53
2006-11-20,manzana,53.41
2006-11-20,manzana,52.14
2006-11-20,arroz,213.04
2006-11-20,judías,191.06
2006-11-20,mandarina satsuma,50.61
2006-11-20,clementina,59.54
2006-11-20,zanahoria,65.0
2006-11-20,ajo,141.25
2006-11-20,arroz,398.25
2006-11-20,mantequilla,232.09
2006-11-20,cebolla,33.27
2006-11-20,tomate,60.54
2006-11-20,manzana,47.0
2006-11-20,tomate,149.94
2006-11-27,judías,185.16
2006-11-27,pepino,85.86
2006-11-27,cebolla,33.27
2006-11-27,zanahoria,62.0
2006-11-27,ajo,155.13
2006-11-27,tomate,145.96
2006-11-27,lechuga,81.55
2006-11-27,pera,57.41
2006-11-27,arroz,214.53
2006-11-27,calabacín,90.22
2006-11-27,manzana,53.16
2006-11-27,pimiento,62.55
2006-11-27,mantequilla,252.78
2006-11-27,coliflor,23.48
2006-11-27,naranja,61.3
2006-11-27,limón,53.71
2006-11-27,pera,60.32
2006-11-27,tomate,52.36
2006-11-27,ajo,128.14
2006-11-27,ternera,184.67
2006-11-27,ternera,356.31
2006-11-27,ternera,334.13
2006-11-27,mandarina satsuma,49.58
2006-11-27,arroz,413.0
2006-11-27,manzana,49.05
2006-11-27,manzana,61.65
2006-11-27,ternera,351.85
2006-11-27,cerdo,133.98
2006-11-27,manzana,52.88
2006-11-27,cerdo,133.98
2006-11-27,cerdo,41.21
2006-11-27,clementina,57.34
2006-11-27,champiñón,119.6
2006-11-27,pera,61.43
2006-11-27,arroz,213.04
2006-11-27,tomate,58.62
2006-12-06,melocotón,105.41
2006-12-06,arroz,395.0
2006-12-06,queso edam,603.45
2006-12-06,ajo,170.59
2006-12-06,melón,67.93
2006-12-06,champiñón,136.51
2006-12-06,albaricoque,86.5
2006-12-06,queso emmental,759.48
2006-12-06,mantequilla,233.72
2006-12-06,judías,195.74
2006-12-06,cereza,177.82
2006-12-06,naranja,42.6
2006-12-06,cerdo,172.06
2006-12-06,nectarina,90.0
2006-12-06,limón,54.57
2006-12-06,ternera,331.84
2006-12-06,arroz,206.5
2006-12-06,manzana,42.0
2006-12-06,zanahoria,45.1
2006-12-06,ternera,175.1
2006-12-06,espárrago,295.0
2006-12-06,pera,44.58
2006-12-06,manzana,41.39
2006-12-06,sandía,34.73
2006-12-06,arroz,180.5
2006-12-06,tomate,34.07
2006-12-06,ternera,339.85
2006-12-06,calabacín,75.93
2006-12-06,tomate,59.65
2006-12-06,cerdo,39.13
2006-12-06,pepino,35.23
2006-12-06,tomate,158.39
2006-12-06,cerdo,172.06
2006-12-06,ciruela,87.5
2006-12-06,lechuga,122.52
2006-12-06,pimiento,98.28
2006-12-06,ternera,322.08
2006-12-06,ajo,137.69
2006-12-18,ternera,340.07
2006-12-18,lechuga,93.47
2006-12-18,ternera,360.81
2006-12-18,pimiento,70.8
2006-12-18,ajo,133.33
2006-12-18,manzana,54.6
2006-12-18,tomate,91.27
2006-12-18,arroz,418.0
2006-12-18,pera,67.03
2006-12-18,judías,244.86
2006-12-18,mantequilla,253.25
2006-12-18,clementina,57.52
2006-12-18,tomate,115.93
2006-12-18,pera,58.0
2006-12-18,manzana,57.12
2006-12-18,ajo,162.5
2006-12-18,ternera,179.37
2006-12-18,pepino,84.68
2006-12-18,champiñón,145.49
2006-12-18,tomate,204.22
2006-12-18,pera,62.78
2006-12-18,mandarina común,55.41
2006-12-18,limón,48.67
2006-12-18,coliflor,33.98
2006-12-18,calabacín,76.33
2006-12-18,ternera,361.25
2006-12-18,manzana,62.59
2006-12-18,cerdo,40.69
2006-12-18,cerdo,128.43
2006-12-18,cebolla,31.76
2006-12-18,manzana,59.95
2006-12-18,arroz,216.97
2006-12-18,manzana,53.27
2006-12-18,cerdo,128.43
2006-12-18,arroz,218.26
2006-12-25,champiñón,145.4
2006-12-25,ajo,162.5
2006-12-25,mandarina satsuma,42.0
2006-12-25,pepino,84.56
2006-12-25,ternera,365.48
2006-12-25,tomate,250.0
2006-12-25,ternera,340.23
2006-12-25,limón,46.25
2006-12-25,manzana,53.14
2006-12-25,arroz,418.0
2006-12-25,lechuga,109.17
2006-12-25,pimiento,78.34
2006-12-25,pera,64.31
2006-12-25,ternera,363.96
2006-12-25,ternera,172.66
2006-12-25,pera,58.0
2006-12-25,clementina,55.23
2006-12-25,tomate,87.35
2006-12-25,cerdo,126.17
2006-12-25,judías,241.75
2006-12-25,pera,63.48
2006-12-25,cerdo,126.17
2006-12-25,cerdo,40.09
2006-12-25,mantequilla,253.34
2006-12-25,calabacín,66.2
2006-12-25,manzana,60.26
2006-12-25,arroz,216.97
2006-12-25,tomate,104.79
2006-12-25,mandarina común,54.58
2006-12-25,arroz,218.26
2006-12-25,ajo,133.33
2006-12-25,cebolla,31.76
2006-12-25,manzana,56.83
2006-12-25,zanahoria,67.0
2006-12-25,manzana,63.28
2007-01-01,clementina,56.33
2007-01-01,tomate,94.47
2007-01-01,ajo,162.5
2007-01-01,cebolla,31.76
2007-01-01,ternera,173.97
2007-01-01,tomate,237.5
2007-01-01,coliflor,40.94
2007-01-01,champiñón,145.94
2007-01-01,manzana,66.29
2007-01-01,pera,62.36
2007-01-01,manzana,62.0
2007-01-01,ajo,133.33
2007-01-01,lechuga,109.35
2007-01-01,manzana,57.0
2007-01-01,manzana,53.56
2007-01-01,arroz,412.0
2007-01-01,pepino,77.25
2007-01-01,mandarina común,56.44
2007-01-01,limón,46.1
2007-01-01,ternera,367.91
2007-01-01,ternera,342.1
2007-01-01,arroz,218.28
2007-01-01,tomate,115.04
2007-01-01,ternera,365.47
2007-01-01,pera,58.0
2007-01-01,zanahoria,68.5
2007-01-01,arroz,216.97
2007-01-01,cerdo,125.41
2007-01-01,leche entera,30.41
2007-01-01,cerdo,39.0
2007-01-01,mantequilla,255.0
2007-01-01,judías,390.0
2007-01-01,pera,62.98
2007-01-01,cerdo,125.41
2007-01-02,leche entera,30.25
2007-01-03,leche entera,30.04
2007-01-04,leche entera,29.73
2007-01-05,leche entera,29.97
2007-01-06,leche entera,31.32
2007-01-07,leche entera,32.9
2007-01-08,leche entera,36.2
2007-01-09,leche entera,40.63
2007-01-10,ternera,305.19
2007-01-10,clementina,75.89
2007-01-10,ternera,320.21
2007-01-10,nectarina,81.41
2007-01-10,berenjena,145.74
2007-01-10,ternera,188.38
2007-01-10,ajo,125.0
2007-01-10,uva,123.4
2007-01-10,judías,134.45
2007-01-10,arroz,463.33
2007-01-10,champiñón,157.32
2007-01-10,manzana,61.27
2007-01-10,tomate,112.1
2007-01-10,pimiento,98.91
2007-01-10,manzana,60.17
2007-01-10,tomate,238.03
2007-01-10,limón,83.57
2007-01-10,ternera,333.4
2007-01-10,mandarina satsuma,74.19
2007-01-10,melocotón,66.08
2007-01-10,zanahoria,61.0
2007-01-10,ciruela,60.0
2007-01-10,cebolla,20.0
2007-01-10,ajo,153.75
2007-01-10,pera,63.76
2007-01-10,calabacín,78.37
2007-01-10,pera,80.78
2007-01-10,cerdo,127.28
2007-01-10,coliflor,40.58
2007-01-10,nectarina,67.33
2007-01-10,cerdo,127.28
2007-01-10,pepino,69.69
2007-01-10,arroz,267.0
2007-01-10,leche entera,42.98
2007-01-10,manzana,59.0
2007-01-10,mantequilla,314.71
2007-01-10,manzana,64.59
2007-01-10,cerdo,17.79
2007-01-10,tomate,86.4
2007-01-11,leche entera,44.64
2007-01-12,leche entera,45.1
2007-01-15,tomate,240.9
2007-01-15,ternera,362.25
2007-01-15,ternera,366.46
2007-01-15,ternera,344.53
2007-01-15,tomate,116.52
2007-01-15,tomate,86.07
2007-01-15,zanahoria,56.0
2007-01-15,limón,45.48
2007-01-15,cerdo,124.91
2007-01-15,cerdo,124.91
2007-01-15,cebolla,41.2
2007-01-15,calabacín,101.15
2007-01-15,cerdo,37.13
2007-01-15,pepino,75.3
2007-01-15,arroz,219.21
2007-01-15,arroz,412.0
2007-01-15,manzana,52.0
2007-01-15,mantequilla,239.51
2007-01-15,manzana,53.54
2007-01-15,coliflor,129.6
2007-01-15,judías,278.29
2007-01-15,pimiento,135.54
2007-01-15,champiñón,25.8
2007-01-15,ternera,173.46
2007-01-15,mandarina común,53.56
2007-01-15,pera,67.41
2007-01-15,pera,65.81
2007-01-15,pera,58.0
2007-01-15,manzana,60.98
2007-01-15,manzana,55.62
2007-01-15,naranja,36.72
2007-01-15,lechuga,75.14
2007-01-15,arroz,218.39
2007-01-15,clementina,53.57
2007-01-15,naranja,53.0
2007-01-22,clementina,55.9
2007-01-22,mantequilla,233.95
2007-01-22,mandarina común,54.27
2007-01-22,ternera,365.89
2007-01-22,ternera,177.63
2007-01-22,lechuga,73.64
2007-01-22,arroz,429.0
2007-01-22,tomate,91.13
2007-01-22,arroz,218.39
2007-01-22,manzana,58.71
2007-01-22,ternera,366.06
2007-01-22,cerdo,125.02
2007-01-22,cerdo,125.02
2007-01-22,cerdo,37.49
2007-01-22,naranja,37.68
2007-01-22,tomate,130.26
2007-01-22,coliflor,25.4
2007-01-22,cebolla,47.87
2007-01-22,arroz,219.21
2007-01-22,ajo,162.5
2007-01-22,manzana,56.97
2007-01-22,ajo,133.33
2007-01-22,tomate,241.81
2007-01-22,ternera,343.08
2007-01-22,judías,294.47
2007-01-22,pera,67.81
2007-01-22,pera,64.17
2007-01-22,naranja,51.41
2007-01-22,zanahoria,57.33
2007-01-22,manzana,54.26
2007-01-22,limón,43.42
2007-01-22,manzana,53.61
2007-01-22,queso emmental,756.9
2007-01-22,queso edam,617.24
2007-01-22,pimiento,156.83
2007-01-22,champiñón,136.1
2007-01-22,calabacín,125.75
2007-01-22,pepino,83.32
2007-01-29,ajo,162.5
2007-01-29,champiñón,135.33
2007-01-29,ajo,133.33
2007-01-29,naranja,35.96
2007-01-29,cerdo,128.19
2007-01-29,cerdo,128.19
2007-01-29,tomate,236.86
2007-01-29,arroz,218.39
2007-01-29,coliflor,22.88
2007-01-29,naranja,51.35
2007-01-29,manzana,56.98
2007-01-29,pepino,83.94
2007-01-29,clementina,58.87
2007-01-29,cerdo,39.63
2007-01-29,cebolla,48.67
2007-01-29,manzana,54.84
2007-01-29,pimiento,134.3
2007-01-29,mantequilla,231.78
2007-01-29,arroz,427.0
2007-01-29,arroz,225.87
2007-01-29,limón,41.21
2007-01-29,pera,66.79
2007-01-29,tomate,89.48
2007-01-29,manzana,60.44
2007-01-29,ternera,369.09
2007-01-29,ternera,178.41
2007-01-29,zanahoria,56.33
2007-01-29,manzana,54.07
2007-01-29,pera,64.59
2007-01-29,judías,315.29
2007-01-29,mandarina común,55.01
2007-01-29,lechuga,90.42
2007-01-29,calabacín,106.2
2007-01-29,tomate,139.26
2007-01-29,ternera,358.41
2007-01-29,ternera,349.46
2007-02-04,manzana,48.59
2007-02-04,manzana,60.0
2007-02-04,ajo,133.33
2007-02-04,limón,46.84
2007-02-04,mantequilla,237.85
2007-02-04,judías,191.88
2007-02-04,pera,66.73
2007-02-04,arroz,233.17
2007-02-04,pimiento,185.58
2007-02-04,cerdo,140.07
2007-02-04,cerdo,140.07
2007-02-04,fresa,124.64
2007-02-04,lechuga,158.99
2007-02-04,cerdo,37.09
2007-02-04,arroz,241.75
2007-02-04,cebolla,67.33
2007-02-04,ajo,162.5
2007-02-04,espárrago,442.5
2007-02-04,tomate,173.95
2007-02-04,arroz,436.0
2007-02-04,naranja,39.15
2007-02-04,naranja,31.0
2007-02-04,pera,62.69
2007-02-04,ternera,335.41
2007-02-04,ternera,357.95
2007-02-04,ternera,187.6
2007-02-04,berenjena,62.42
2007-02-04,coliflor,30.26
2007-02-04,ternera,370.56
2007-02-04,naranja,35.81
2007-02-04,tomate,146.59
2007-02-04,manzana,53.55
2007-02-04,calabacín,68.04
2007-02-04,champiñón,130.8
2007-02-04,zanahoria,53.33
2007-02-04,pepino,79.72
2007-02-07,pimiento,142.27
2007-02-07,ternera,334.97
2007-02-07,ternera,175.78
2007-02-07,cerdo,26.05
2007-02-07,ternera,310.98
2007-02-07,ternera,293.08
2007-02-07,berenjena,60.04
2007-02-07,ajo,167.5
2007-02-07,cereza,239.62
2007-02-07,cerdo,162.9
2007-02-07,tomate,135.38
2007-02-07,arroz,240.71
2007-02-07,cerdo,162.9
2007-02-07,limón,49.29
2007-02-07,mantequilla,246.4
2007-02-07,champiñón,134.8
2007-02-07,manzana,71.0
2007-02-07,nectarina,58.7
2007-02-07,naranja,60.39
2007-02-07,arroz,438.0
2007-02-07,ajo,122.5
2007-02-07,melón,50.65
2007-02-07,arroz,234.79
2007-02-07,zanahoria,50.0
2007-02-07,tomate,55.59
2007-02-07,nectarina,70.49
2007-02-07,pepino,32.31
2007-02-07,tomate,54.13
2007-02-07,pera,70.76
2007-02-07,ciruela,104.09
2007-02-07,melocotón,59.82
2007-02-07,melocotón,77.42
2007-02-19,pimiento,75.25
2007-02-19,cerdo,139.7
2007-02-19,ajo,146.67
2007-02-19,cebolla,47.4
2007-02-19,cerdo,42.55
2007-02-19,limón,40.1
2007-02-19,cerdo,139.7
2007-02-19,coliflor,14.18
2007-02-19,fresa,177.64
2007-02-19,arroz,227.73
2007-02-19,naranja,42.23
2007-02-19,manzana,62.48
2007-02-19,zanahoria,50.33
2007-02-19,ajo,168.75
2007-02-19,judías,344.59
2007-02-19,calabacín,53.99
2007-02-19,tomate,73.27
2007-02-19,manzana,50.5
2007-02-19,manzana,53.42
2007-02-19,naranja,48.3
2007-02-19,berenjena,41.0
2007-02-19,tomate,59.63
2007-02-19,manzana,51.13
2007-02-19,pepino,97.94
2007-02-19,ternera,370.27
2007-02-19,arroz,223.09
2007-02-19,pera,69.41
2007-02-19,mandarina común,54.16
2007-02-19,manzana,59.16
2007-02-19,pera,65.2
2007-02-19,ternera,347.41
2007-02-19,arroz,420.0
2007-02-19,lechuga,54.06
2007-02-19,ternera,182.02
2007-02-19,clementina,56.77
2007-02-19,tomate,162.78
2007-02-19,champiñón,140.23
2007-02-19,ternera,365.17
2007-02-19,mantequilla,234.51
2007-02-26,cerdo,141.24
2007-02-26,cerdo,42.66
2007-02-26,arroz,232.5
2007-02-26,manzana,51.76
2007-02-26,cerdo,141.24
2007-02-26,ternera,345.21
2007-02-26,calabacín,72.51
2007-02-26,ajo,133.33
2007-02-26,manzana,50.73
2007-02-26,ajo,162.5
2007-02-26,pepino,75.48
2007-02-26,pera,68.68
2007-02-26,mantequilla,229.13
2007-02-26,mantequilla,229.13
2007-02-26,arroz,425.0
2007-02-26,judías,385.06
2007-02-26,clementina,52.32
2007-02-26,tomate,146.44
2007-02-26,ternera,366.9
2007-02-26,ternera,187.88
2007-02-26,lechuga,50.61
2007-02-26,manzana,57.76
2007-02-26,limón,38.59
2007-02-26,champiñón,145.54
2007-02-26,arroz,239.75
2007-02-26,tomate,60.51
2007-02-26,naranja,33.0
2007-02-26,pera,58.0
2007-02-26,pera,64.59
2007-02-26,pimiento,78.27
2007-02-26,mandarina común,52.38
2007-02-26,zanahoria,50.67
2007-02-26,cebolla,47.4
2007-02-26,manzana,53.55
2007-02-26,naranja,42.13
2007-02-26,ternera,373.74
2007-02-26,coliflor,16.81
2007-02-26,tomate,72.06
2007-02-26,fresa,152.64
2007-02-26,manzana,61.18
2007-02-26,berenjena,35.89
2007-03-09,pera,69.86
2007-03-09,coliflor,45.45
2007-03-09,uva,174.25
2007-03-09,melocotón,72.18
2007-03-09,arroz,425.0
2007-03-09,ciruela,60.0
2007-03-09,zanahoria,51.0
2007-03-09,limón,67.5
2007-03-09,cerdo,19.67
2007-03-09,cerdo,148.35
2007-03-09,ajo,125.0
2007-03-09,cerdo,148.35
2007-03-09,arroz,234.79
2007-03-09,champiñón,152.13
2007-03-09,manzana,64.19
2007-03-09,nectarina,75.42
2007-03-09,nectarina,73.16
2007-03-09,ternera,334.06
2007-03-09,melón,50.0
2007-03-09,ternera,316.2
2007-03-09,manzana,61.0
2007-03-09,ajo,153.75
2007-03-09,tomate,126.98
2007-03-09,manzana,64.95
2007-03-09,tomate,47.47
2007-03-09,melocotón,69.33
2007-03-09,cebolla,22.17
2007-03-09,pimiento,90.64
2007-03-09,ternera,187.38
2007-03-09,ternera,341.66
2007-03-09,mantequilla,244.57
2007-03-09,berenjena,124.73
2007-03-12,clementina,63.92
2007-03-12,mandarina común,67.02
2007-03-12,manzana,52.28
2007-03-12,arroz,487.0
2007-03-12,ternera,345.76
2007-03-12,limón,111.05
2007-03-12,ternera,188.34
2007-03-12,pepino,63.82
2007-03-12,manzana,54.82
2007-03-12,cerdo,28.71
2007-03-12,cerdo,124.91
2007-03-12,ajo,127.5
2007-03-12,tomate,81.83
2007-03-12,pera,63.95
